note,pitch,duration,onset,chord,voice,category,voice_tab,sequence_id,is_context,sequence_id_voice
19,67,3/16,2,4,0,match,0,13,True,0
20,65,1/16,35/16,5,0,ornamentation,0,13,False,0
21,64,1/16,9/4,6,0,ornamentation,0,13,False,0
22,65,1/16,37/16,7,0,ornamentation,0,13,False,0
23,67,1/16,19/8,8,0,ornamentation,0,13,False,0
24,69,1/16,39/16,9,0,ornamentation,0,13,False,0
29,70,1/8,5/2,10,0,match,0,13,True,0
24,69,1/16,39/16,9,0,ornamentation,0,14,True,1
29,70,1/8,5/2,10,0,match,0,14,False,1
30,69,1/8,21/8,11,0,ornamentation,0,14,False,1
31,67,1/8,11/4,12,0,ornamentation,0,14,False,1
32,69,1/8,23/8,13,0,ornamentation,0,14,False,1
37,70,1/4,3,14,0,repetition,0,14,True,1
50,69,3/16,4,20,0,match,0,15,True,2
51,67,1/16,67/16,21,0,ornamentation,0,15,False,2
52,65,1/16,17/4,22,0,ornamentation,0,15,False,2
53,67,1/16,69/16,23,0,ornamentation,0,15,False,2
54,69,1/16,35/8,24,0,repetition,0,15,False,2
55,70,1/16,71/16,25,0,ornamentation,0,15,False,2
59,72,1/2,9/2,26,0,match,0,15,True,2
59,72,1/2,9/2,26,0,match,0,16,True,3
62,62,1/16,41/8,28,0,ornamentation,0,16,False,3
63,64,1/16,83/16,29,0,ornamentation,0,16,False,3
64,65,1/16,21/4,30,0,ornamentation,0,16,False,3
65,67,1/16,85/16,31,0,ornamentation,0,16,False,3
66,69,1/16,43/8,32,0,ornamentation,0,16,False,3
67,70,1/16,87/16,33,0,ornamentation,0,16,False,3
70,72,1/8,11/2,34,0,match,0,16,True,3
100,67,1/8,7,52,0,match,0,17,True,4
101,67,1/16,57/8,53,0,ornamentation,0,17,False,4
102,65,1/16,115/16,54,0,ornamentation,0,17,False,4
103,64,1/16,29/4,55,0,ornamentation,0,17,False,4
104,65,1/16,117/16,56,0,ornamentation,0,17,False,4
105,67,1/16,59/8,57,0,ornamentation,0,17,False,4
106,69,1/16,119/16,58,0,ornamentation,0,17,False,4
111,70,1/8,15/2,59,0,match,0,17,True,4
106,69,1/16,119/16,58,0,ornamentation,0,18,True,5
111,70,1/8,15/2,59,0,match,0,18,False,5
114,70,1/8,31/4,61,0,repetition,0,18,False,5
120,70,1/8,65/8,64,0,ornamentation,0,18,False,5
121,69,1/8,33/4,65,0,match,0,18,False,5
122,67,1/8,67/8,66,0,match,0,18,False,5
127,65,1/8,17/2,67,0,match,0,18,False,5
128,64,1/8,69/8,68,0,ornamentation,0,18,False,5
130,65,1/8,35/4,69,0,repetition,0,18,False,5
131,67,1/8,71/8,70,0,match,0,18,False,5
135,69,1/8,9,71,0,match,0,18,False,5
136,62,1/16,73/8,72,0,ornamentation,0,18,True,5
135,69,1/8,9,71,0,match,0,19,True,6
136,62,1/16,73/8,72,0,ornamentation,0,19,False,6
137,64,1/16,147/16,73,0,ornamentation,0,19,False,6
138,65,1/16,37/4,74,0,ornamentation,0,19,False,6
139,67,1/16,149/16,75,0,ornamentation,0,19,False,6
140,69,1/16,75/8,76,0,repetition,0,19,False,6
141,70,1/16,151/16,77,0,ornamentation,0,19,False,6
145,72,3/16,19/2,78,0,match,0,19,True,6
185,67,3/16,12,103,0,match,0,20,True,7
186,65,1/16,195/16,104,0,ornamentation,0,20,False,7
187,64,1/16,49/4,105,0,ornamentation,0,20,False,7
188,65,1/16,197/16,106,0,ornamentation,0,20,False,7
189,67,1/16,99/8,107,0,ornamentation,0,20,False,7
190,69,1/16,199/16,108,0,ornamentation,0,20,False,7
195,70,3/16,25/2,109,0,match,0,20,True,7
195,70,3/16,25/2,109,0,match,0,21,True,8
205,70,1/8,13,115,0,repetition,0,21,False,8
206,70,1/8,105/8,116,0,ornamentation,0,21,False,8
207,69,1/8,53/4,117,0,match,0,21,False,8
208,67,1/8,107/8,118,0,match,0,21,False,8
213,65,1/8,27/2,119,0,match,0,21,False,8
227,60,1/8,29/2,129,0,match,0,21,False,8
234,62,1/8,15,133,0,match,0,21,False,8
246,64,1/8,31/2,142,0,match,0,21,False,8
274,65,1/4,35/2,159,0,match,0,21,True,8
361,65,1/8,23,204,0,match,0,22,True,9
362,64,1/16,185/8,205,0,ornamentation,0,22,False,9
363,67,1/16,371/16,206,0,ornamentation,0,22,False,9
364,65,1/8,93/4,207,0,ornamentation,0,22,True,9
363,67,1/16,371/16,206,0,ornamentation,0,23,True,10
364,65,1/8,93/4,207,0,ornamentation,0,23,False,10
366,64,1/8,187/8,208,0,match,0,23,False,10
369,62,1/8,47/2,209,0,match,0,23,False,10
377,60,1/8,24,213,0,match,0,23,False,10
382,60,1/16,389/16,217,0,ornamentation,0,23,True,10
377,60,1/8,24,213,0,match,0,24,True,11
382,60,1/16,389/16,217,0,ornamentation,0,24,False,11
383,62,1/16,195/8,218,0,ornamentation,0,24,False,11
384,64,1/16,391/16,219,0,ornamentation,0,24,False,11
388,65,1/8,49/2,220,0,match,0,24,True,11
399,67,1/4,101/4,228,0,match,0,25,True,12
403,65,1/8,51/2,229,0,match,0,25,False,12
404,67,1/8,205/8,230,0,ornamentation,0,25,False,12
406,69,1/8,103/4,231,0,match,0,25,False,12
412,69,1/8,26,233,0,repetition,0,25,False,12
413,70,1/16,209/8,234,0,adaptation,0,25,True,12
412,69,1/8,26,233,0,repetition,0,26,True,13
413,70,1/16,209/8,234,0,adaptation,0,26,False,13
414,69,1/16,419/16,235,0,ornamentation,0,26,False,13
415,67,1/16,105/4,236,0,repetition,0,26,False,13
416,65,1/16,421/16,237,0,ornamentation,0,26,False,13
417,64,1/16,211/8,238,0,adaptation,0,26,False,13
418,62,1/16,423/16,239,0,ornamentation,0,26,False,13
422,64,1/4,53/2,240,0,match,0,26,True,13
438,69,1/8,111/4,248,0,match,0,27,True,14
439,67,1/16,223/8,249,0,adaptation,0,27,False,14
440,69,1/16,447/16,250,0,ornamentation,0,27,False,14
445,67,1/4,28,251,0,match,0,27,True,14
445,67,1/4,28,251,0,match,0,28,True,15
448,64,1/8,113/4,252,0,match,0,28,False,15
453,67,1/8,57/2,254,0,match,0,28,False,15
457,67,1/8,231/8,257,0,ornamentation,0,28,False,15
462,67,1/8,29,258,0,repetition,0,28,False,15
463,67,1/8,233/8,259,0,ornamentation,0,28,False,15
465,65,1/8,117/4,260,0,match,0,28,False,15
466,64,1/8,235/8,261,0,match,0,28,False,15
468,62,1/4,59/2,262,0,match,0,28,True,15
468,62,1/4,59/2,262,0,match,0,29,True,16
471,70,1/8,119/4,263,0,match,0,29,False,16
477,70,1/8,241/8,266,0,ornamentation,0,29,False,16
478,69,1/8,121/4,267,0,match,0,29,False,16
479,67,1/8,243/8,268,0,match,0,29,False,16
484,65,3/16,61/2,269,0,match,0,29,True,16
484,65,3/16,61/2,269,0,match,0,30,True,17
485,64,1/16,491/16,270,0,ornamentation,0,30,False,17
486,62,1/16,123/4,271,0,ornamentation,0,30,False,17
487,64,1/16,493/16,272,0,ornamentation,0,30,False,17
488,65,1/16,247/8,273,0,repetition,0,30,False,17
489,67,1/16,495/16,274,0,ornamentation,0,30,False,17
494,69,1/8,31,275,0,match,0,30,True,17
530,69,1/8,67/2,292,0,repetition,0,31,True,18
531,67,1/16,269/8,293,0,ornamentation,0,31,False,18
532,69,1/16,539/16,294,0,ornamentation,0,31,False,18
534,67,1/8,135/4,295,0,match,0,31,True,18
562,65,1/8,141/4,306,0,match,0,32,True,19
563,67,1/16,283/8,307,0,ornamentation,0,32,False,19
564,65,1/16,567/16,308,0,ornamentation,0,32,False,19
568,65,1/8,71/2,309,0,repetition,0,32,True,19
568,65,1/8,71/2,309,0,repetition,0,33,True,20
569,64,1/16,285/8,310,0,ornamentation,0,33,False,20
570,62,1/16,571/16,311,0,ornamentation,0,33,False,20
571,65,1/16,143/4,312,0,repetition,0,33,False,20
572,64,1/16,573/16,313,0,ornamentation,0,33,False,20
573,65,1/32,287/8,314,0,ornamentation,0,33,True,20
572,64,1/16,573/16,313,0,ornamentation,0,34,True,21
573,65,1/32,287/8,314,0,ornamentation,0,34,False,21
574,64,1/32,1149/32,315,0,ornamentation,0,34,False,21
575,62,1/32,575/16,316,0,ornamentation,0,34,False,21
576,64,1/32,1151/32,317,0,ornamentation,0,34,False,21
580,65,1/4,36,318,0,match,0,34,True,21
599,65,1/8,75/2,329,0,repetition,0,35,True,22
600,59,1/16,301/8,330,0,ornamentation,0,35,False,22
601,60,1/16,603/16,331,0,ornamentation,0,35,False,22
602,62,1/16,151/4,332,0,ornamentation,0,35,False,22
603,64,1/16,605/16,333,0,ornamentation,0,35,False,22
604,65,1/16,303/8,334,0,ornamentation,0,35,False,22
605,67,1/16,607/16,335,0,ornamentation,0,35,False,22
610,65,1,38,336,0,repetition,0,35,True,22
77,64,1/8,6,38,1,match,1,42,True,0
79,70,1/16,49/8,39,1,ornamentation,0,42,False,0
80,69,1/16,99/16,40,1,ornamentation,0,42,False,0
81,70,1/16,25/4,41,1,ornamentation,0,42,False,0
82,69,1/16,101/16,42,1,ornamentation,0,42,False,0
83,67,1/16,51/8,43,1,ornamentation,0,42,False,0
84,65,1/16,103/16,44,1,ornamentation,0,42,False,0
88,64,1/8,13/2,45,1,repetition,1,42,True,0
222,60,1/4,14,126,1,match,0,43,True,1
236,57,1/16,243/16,135,1,ornamentation,0,43,False,1
237,60,1/16,61/4,136,1,repetition,0,43,False,1
238,59,1/16,245/16,137,1,ornamentation,0,43,False,1
239,60,1/32,123/8,138,1,repetition,0,43,True,1
261,62,1/4,33/2,153,1,match,0,44,True,2
267,64,1/8,17,155,1,match,0,44,False,2
279,64,1/8,18,161,1,match,1,44,False,2
281,65,1/8,145/8,162,1,ornamentation,0,44,False,2
283,64,1/8,73/4,163,1,repetition,0,44,False,2
284,67,1/8,147/8,164,1,ornamentation,0,44,False,2
288,65,1/4,37/2,165,1,match,1,44,True,2
291,64,1/8,75/4,166,1,match,0,45,True,3
292,62,1/16,151/8,167,1,ornamentation,0,45,False,3
293,64,1/16,303/16,168,1,ornamentation,0,45,False,3
297,62,1/8,19,169,1,match,0,45,True,3
324,58,1/6,41/2,184,1,match,1,46,True,4
343,62,1/8,22,193,1,match,0,46,False,4
353,64,1/8,45/2,200,1,match,1,46,False,4
370,60,1/8,189/8,210,1,ornamentation,0,46,False,4
372,58,1/8,95/4,211,1,match,0,46,False,4
373,62,1/8,191/8,212,1,ornamentation,0,46,False,4
377,60,1/8,24,213,1,match,1,46,False,4
378,59,1/16,193/8,214,1,ornamentation,0,46,True,4
377,60,1/8,24,213,1,match,1,47,True,5
378,59,1/16,193/8,214,1,ornamentation,0,47,False,5
379,57,1/16,387/16,215,1,ornamentation,0,47,False,5
381,59,1/16,97/4,216,1,adaptation,0,47,False,5
387,62,1/8,49/2,220,1,match,1,47,True,5
387,62,1/8,49/2,220,1,match,1,48,True,6
392,58,1/16,397/16,224,1,ornamentation,0,48,False,6
393,60,1/16,199/8,225,1,adaptation,0,48,False,6
394,62,1/16,399/16,226,1,ornamentation,0,48,False,6
398,64,1/4,25,227,1,match,1,48,True,6
444,64,1/4,28,251,1,match,1,49,True,7
449,65,1/8,227/8,253,1,ornamentation,0,49,False,7
452,64,1/8,57/2,254,1,repetition,1,49,False,7
461,62,1/8,29,258,1,match,1,49,False,7
476,62,1/8,30,265,1,repetition,0,49,False,7
483,62,3/16,61/2,269,1,repetition,1,49,True,7
579,60,1/4,36,318,1,repetition,1,50,True,8
586,62,1/16,587/16,322,1,ornamentation,0,50,False,8
587,60,1/16,147/4,323,1,repetition,0,50,False,8
593,60,1/4,37,327,1,repetition,1,50,True,8
87,60,1/8,13/2,45,2,repetition,2,6,True,0
90,58,1/16,53/8,46,2,ornamentation,0,6,False,0
91,60,1/16,107/16,47,2,ornamentation,0,6,False,0
92,62,1/16,27/4,48,2,ornamentation,0,6,False,0
93,60,1/16,109/16,49,2,ornamentation,0,6,False,0
94,58,1/16,55/8,50,2,ornamentation,0,6,False,0
95,57,1/16,111/16,51,2,ornamentation,0,6,False,0
98,58,1/8,7,52,2,match,2,6,True,0
143,57,3/16,19/2,78,2,repetition,2,7,True,1
146,55,1/16,155/16,79,2,ornamentation,0,7,False,1
147,57,1/16,39/4,80,2,ornamentation,0,7,False,1
148,58,1/16,157/16,81,2,ornamentation,0,7,False,1
149,60,1/16,79/8,82,2,ornamentation,0,7,False,1
150,62,1/16,159/16,83,2,ornamentation,0,7,False,1
152,60,1/2,10,84,2,match,0,7,True,1
164,60,1/8,11,92,2,repetition,2,8,True,2
167,71,1/16,89/8,93,2,ornamentation,0,8,False,2
168,69,1/16,179/16,94,2,ornamentation,0,8,False,2
169,67,1/16,45/4,95,2,ornamentation,0,8,False,2
170,65,1/16,181/16,96,2,ornamentation,0,8,False,2
171,64,1/16,91/8,97,2,ornamentation,0,8,False,2
172,62,1/16,183/16,98,2,ornamentation,0,8,False,2
175,60,1/8,23/2,99,2,repetition,2,8,True,2
235,59,1/16,121/8,134,2,match,0,9,True,3
240,59,1/32,493/32,139,2,ornamentation,0,9,False,3
241,57,1/32,247/16,140,2,ornamentation,0,9,False,3
242,59,1/32,495/32,141,2,ornamentation,0,9,False,3
245,60,1/8,31/2,142,2,match,1,9,True,3
342,58,1/8,22,193,2,match,1,10,True,4
345,57,1/16,355/16,195,2,ornamentation,0,10,False,4
346,58,1/16,89/4,196,2,adaptation,0,10,False,4
347,60,1/16,357/16,197,2,ornamentation,0,10,False,4
348,62,1/16,179/8,198,2,repetition,0,10,False,4
349,58,1/16,359/16,199,2,ornamentation,0,10,False,4
352,60,1/8,45/2,200,2,match,2,10,True,4
375,52,1/8,24,213,2,match,2,11,True,5
380,53,1/16,97/4,216,2,match,1,11,False,5
390,55,1/16,395/16,222,2,ornamentation,0,11,False,5
391,57,1/16,99/4,223,2,match,0,11,False,5
397,60,1/4,25,227,2,match,2,11,True,5
583,60,1/8,73/2,320,2,repetition,1,12,True,6
585,58,1/16,293/8,321,2,match,0,12,False,6
588,58,1/16,589/16,324,2,ornamentation,0,12,False,6
589,57,1/16,295/8,325,2,repetition,0,12,False,6
590,55,1/16,591/16,326,2,ornamentation,0,12,False,6
592,57,1/4,37,327,2,match,2,12,True,6
41,53,1/4,7/2,17,3,repetition,3,0,True,0
60,57,1/8,5,27,3,match,1,0,False,0
68,57,1/8,11/2,34,3,repetition,2,0,False,0
71,55,1/8,45/8,35,3,ornamentation,0,0,False,0
72,53,1/8,23/4,36,3,ornamentation,0,0,False,0
73,57,1/8,47/8,37,3,ornamentation,0,0,False,0
75,55,1/8,6,38,3,match,3,0,False,0
86,55,1/8,13/2,45,3,repetition,3,0,False,0
97,55,1/8,7,52,3,match,3,0,False,0
108,55,1/8,15/2,59,3,repetition,3,0,False,0
117,53,1/8,8,63,3,match,2,0,False,0
124,53,1/8,17/2,67,3,repetition,3,0,False,0
151,57,1/2,10,84,3,match,1,0,True,0
244,55,1/8,31/2,142,3,match,2,1,True,1
247,53,1/16,125/8,143,3,ornamentation,0,1,False,1
248,55,1/16,251/16,144,3,ornamentation,0,1,False,1
