note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
1;58;1/4;1/2;1;3;match;0;0;True;0;[non_monotonic]
2;58;1/16;3/4;2;3;ornamentation;0;0;False;0;[non_monotonic]
3;57;1/16;13/16;3;3;ornamentation;0;0;False;0;[non_monotonic]
4;58;1/16;7/8;4;3;ornamentation;0;0;False;0;[non_monotonic]
5;60;1/16;15/16;5;3;ornamentation;0;0;False;0;[non_monotonic]
6;58;1/2;1;6;3;repetition;0;0;True;0;[non_monotonic]
10;58;1/4;5/2;10;3;repetition;1;1;True;1;[monotonic_perfect_fifth_0_1]
12;60;1/16;11/4;11;3;adaptation;0;1;False;1;[monotonic_perfect_fifth_0_1]
13;58;1/16;45/16;12;3;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
14;57;1/16;23/8;13;3;repetition;0;1;False;1;[monotonic_perfect_fifth_0_1]
15;55;1/16;47/16;14;3;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
16;53;1/8;3;15;3;match;1;1;True;1;[monotonic_perfect_fifth_0_1]
21;53;1/4;7/2;19;3;repetition;1;2;True;2;[monotonic_perfect_fifth_0_1]
23;55;1/16;15/4;20;3;adaptation;0;2;False;2;[monotonic_perfect_fifth_0_1]
24;53;1/16;61/16;21;3;ornamentation;0;2;False;2;[monotonic_perfect_fifth_0_1]
25;52;1/16;31/8;22;3;repetition;0;2;False;2;[monotonic_perfect_fifth_0_1]
26;50;1/16;63/16;23;3;ornamentation;0;2;False;2;[monotonic_perfect_fifth_0_1]
27;48;1/4;4;24;3;match;1;2;True;2;[monotonic_perfect_fifth_0_1]
35;53;1/4;5;30;3;repetition;1;3;True;3;[monotonic_perfect_fifth_0_2]
37;55;1/16;21/4;31;3;adaptation;0;3;False;3;[monotonic_perfect_fifth_0_2]
38;53;1/16;85/16;32;3;ornamentation;0;3;False;3;[monotonic_perfect_fifth_0_2]
39;52;1/16;43/8;33;3;repetition;0;3;False;3;[monotonic_perfect_fifth_0_2]
40;50;1/16;87/16;34;3;ornamentation;0;3;False;3;[monotonic_perfect_fifth_0_2]
41;48;1/4;11/2;35;3;match;2;3;True;3;[monotonic_perfect_fifth_0_2]
400;58;1/4;73/2;260;3;match;2;5;True;5;[non_monotonic]
402;60;1/16;147/4;261;3;adaptation;0;5;False;5;[non_monotonic]
403;58;1/16;589/16;262;3;ornamentation;0;5;False;5;[non_monotonic]
404;57;1/16;295/8;263;3;ornamentation;0;5;False;5;[non_monotonic]
405;58;1/16;591/16;264;3;ornamentation;0;5;False;5;[non_monotonic]
407;57;1/4;37;265;3;match;1;5;True;5;[non_monotonic]
411;62;1/8;301/8;268;3;ornamentation;0;7;True;7;[monotonic_perfect_fifth_0_1]
412;60;1/16;151/4;269;3;adaptation;0;7;False;7;[monotonic_perfect_fifth_0_1]
413;58;1/16;605/16;270;3;ornamentation;0;7;False;7;[monotonic_perfect_fifth_0_1]
414;57;1/16;303/8;271;3;repetition;0;7;False;7;[monotonic_perfect_fifth_0_1]
415;55;1/16;607/16;272;3;ornamentation;0;7;False;7;[monotonic_perfect_fifth_0_1]
416;53;1/8;38;273;3;match;1;7;True;7;[monotonic_perfect_fifth_0_1]
454;58;1/4;83/2;304;3;repetition;2;10;True;10;[monotonic_perfect_fifth_0_1]
457;60;1/16;167/4;305;3;adaptation;0;10;False;10;[monotonic_perfect_fifth_0_1]
458;58;1/16;669/16;306;3;ornamentation;0;10;False;10;[monotonic_perfect_fifth_0_1]
459;57;1/16;335/8;307;3;repetition;0;10;False;10;[monotonic_perfect_fifth_0_1]
460;55;1/16;671/16;308;3;ornamentation;0;10;False;10;[monotonic_perfect_fifth_0_1]
461;53;1/4;42;309;3;match;1;10;True;10;[monotonic_perfect_fifth_0_1]
11;62;1/4;5/2;10;1;match;0;11;True;0;[non_monotonic]
17;65;1/8;3;15;1;match;0;11;False;0;[non_monotonic]
18;64;1/8;25/8;16;1;ornamentation;0;11;False;0;[non_monotonic]
19;65;1/8;13/4;17;1;ornamentation;0;11;False;0;[non_monotonic]
20;67;1/8;27/8;18;1;adaptation;0;11;False;0;[non_monotonic]
22;65;1/4;7/2;19;1;match;0;11;True;0;[non_monotonic]
125;65;1/4;25/2;83;1;match;0;15;True;4;[non_monotonic]
127;67;1/16;51/4;84;1;adaptation;0;15;False;4;[non_monotonic]
128;65;1/16;205/16;85;1;ornamentation;0;15;False;4;[non_monotonic]
129;64;1/16;103/8;86;1;ornamentation;0;15;False;4;[non_monotonic]
130;65;1/16;207/16;87;1;ornamentation;0;15;False;4;[non_monotonic]
133;67;1/8;13;88;1;adaptation;0;15;True;4;[non_monotonic]
587;63;1/4;107/2;377;1;match;0;28;True;17;[monotonic]
588;65;1/16;215/4;378;1;adaptation;0;28;False;17;[monotonic]
589;63;1/16;861/16;379;1;ornamentation;0;28;False;17;[monotonic]
590;62;1/16;431/8;380;1;ornamentation;0;28;False;17;[monotonic]
591;60;1/16;863/16;381;1;ornamentation;0;28;False;17;[monotonic]
594;62;1;54;382;1;repetition;0;28;True;17;[monotonic]
43;67;1/4;11/2;35;0;match;0;29;True;0;[non_monotonic]
