output_csv,sequence_length,count,sequence_ids
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,2,6,"14,17,26,29,31,41"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,4,24,"0,1,2,3,4,5,6,8,9,11,15,16,18,19,28,30,32,34,36,37,38,40,42,44"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,6,8,"10,12,13,23,24,25,39,43"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,8,4,"7,20,21,22"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,10,1,33
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,12,1,35
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_abtab.csv,16,1,27
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_fourstep.csv,4,16,"0,1,2,3,5,6,9,11,15,18,30,32,36,38,40,44"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_non_chord.csv,2,4,"17,26,29,41"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_non_chord.csv,4,15,"0,1,3,4,5,6,15,28,30,32,34,36,38,40,44"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_non_chord.csv,6,2,"12,25"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_abtab_non_chord.csv,8,2,"20,22"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,4,26,"0,1,2,3,4,5,6,8,9,11,14,15,16,18,19,27,29,30,31,33,35,36,37,39,40,42"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,6,9,"10,12,13,17,23,24,26,38,41"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,8,4,"7,20,21,22"
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,10,1,32
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,11,1,25
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,12,1,34
output/4400_45_ach_unfall_was/4400_45_ach_unfall_was_tab_raw.csv,16,1,28
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_fourstep.csv,4,18,"0,1,2,3,5,6,9,11,14,15,18,27,30,31,35,37,39,42"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_non_chord.csv,4,15,"0,1,3,4,5,6,14,29,30,31,33,35,37,39,42"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_non_chord.csv,6,2,"12,26"
output/4400_45_ach_unfall_was/fourstep/4400_45_ach_unfall_was_tab_raw_non_chord.csv,8,2,"20,22"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3.csv,2,1,6
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3.csv,4,7,"0,1,2,3,5,7,10"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3.csv,5,1,9
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3.csv,6,2,"4,8"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-3_fourstep.csv,4,7,"0,1,2,3,5,7,10"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1.csv,2,3,"2,8,12"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1.csv,3,5,"1,5,11,14,16"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1.csv,4,3,"0,4,17"
output/4400_45_ach_unfall_was/voices/4400_45_ach_unfall_was_voice-1.csv,5,2,"9,13"
