note,pitch,duration,onset,chord,voice,category,voice_tab,sequence_id,is_context,sequence_id_voice
2,69,1/16,1/2,1,0,match,0,17,False,0
7,67,1/16,13/16,6,0,ornamentation,0,17,False,0
8,69,1/16,7/8,7,0,ornamentation,0,17,False,0
9,71,1/16,15/16,8,0,ornamentation,0,17,False,0
11,72,1/4,1,9,0,match,0,17,True,0
16,72,1/4,3/2,13,0,match,0,18,True,1
20,71,1/16,2,16,0,match,0,18,False,1
25,67,1/16,9/4,20,0,match,0,18,False,1
26,64,1/16,37/16,21,0,ornamentation,0,18,False,1
27,66,1/16,19/8,22,0,ornamentation,0,18,False,1
28,67,1/16,39/16,23,0,ornamentation,0,18,False,1
29,69,1/16,5/2,24,0,match,0,18,False,1
42,67,1/8,3,36,0,match,0,18,True,1
49,74,1/8,7/2,40,0,match,0,19,True,2
53,72,1/16,31/8,43,0,match,0,19,False,2
54,71,1/16,63/16,44,0,ornamentation,0,19,False,2
56,69,1/16,4,45,0,match,0,19,False,2
63,67,1/4,17/4,51,0,match,0,19,True,2
83,67,1/4,23/4,70,0,match,0,20,True,3
84,69,1/16,6,71,0,match,0,20,False,3
85,66,1/16,97/16,72,0,ornamentation,0,20,False,3
86,67,1/16,49/8,73,0,ornamentation,0,20,False,3
87,69,1/16,99/16,74,0,ornamentation,0,20,False,3
89,71,1/16,25/4,75,0,match,0,20,False,3
90,69,1/16,101/16,76,0,ornamentation,0,20,False,3
91,71,1/32,51/8,77,0,ornamentation,0,20,True,3
90,69,1/16,101/16,76,0,ornamentation,0,21,True,4
91,71,1/32,51/8,77,0,ornamentation,0,21,False,4
92,67,1/32,205/32,78,0,ornamentation,0,21,False,4
93,69,1/32,103/16,79,0,ornamentation,0,21,False,4
94,71,1/32,207/32,80,0,ornamentation,0,21,False,4
96,72,1/16,13/2,81,0,match,0,21,True,4
94,71,1/32,207/32,80,0,ornamentation,0,22,True,5
96,72,1/16,13/2,81,0,match,0,22,False,5
97,71,1/16,105/16,82,0,ornamentation,0,22,False,5
98,72,1/16,53/8,83,0,ornamentation,0,22,False,5
99,74,1/16,107/16,84,0,ornamentation,0,22,False,5
100,72,1/8,27/4,85,0,repetition,0,22,True,5
100,72,1/8,27/4,85,0,repetition,0,23,True,6
102,71,1/16,55/8,86,0,match,0,23,False,6
103,69,1/16,111/16,87,0,ornamentation,0,23,False,6
105,67,1/8,7,88,0,match,0,23,True,6
105,67,1/8,7,88,0,match,0,24,True,7
106,66,1/16,57/8,89,0,ornamentation,0,24,False,7
107,67,1/16,115/16,90,0,ornamentation,0,24,False,7
108,69,1/4,29/4,91,0,match,0,24,True,7
108,69,1/4,29/4,91,0,match,0,25,True,8
109,60,1/8,15/2,92,0,ornamentation,0,25,False,8
110,69,1/16,61/8,93,0,ornamentation,0,25,True,8
109,60,1/8,15/2,92,0,ornamentation,0,26,True,9
110,69,1/16,61/8,93,0,ornamentation,0,26,False,9
111,67,1/16,123/16,94,0,ornamentation,0,26,False,9
113,71,1/8,31/4,95,0,match,0,26,True,9
113,71,1/8,31/4,95,0,match,0,27,True,10
116,69,1/16,129/16,98,0,ornamentation,0,27,False,10
117,67,1/16,65/8,99,0,adaptation,0,27,False,10
118,66,1/16,131/16,100,0,ornamentation,0,27,False,10
120,67,1/16,33/4,101,0,match,0,27,False,10
121,66,1/16,133/16,102,0,ornamentation,0,27,False,10
122,67,1/32,67/8,103,0,repetition,0,27,True,10
122,67,1/32,67/8,103,0,repetition,0,28,True,11
127,66,1/16,69/8,108,0,match,0,28,False,11
128,64,1/16,139/16,109,0,ornamentation,0,28,False,11
129,67,1/16,35/4,110,0,adaptation,0,28,False,11
