output_csv,duration,count,sequence_ids
output/5191_18_mille_regres/5191_18_mille_regres_tab_abtab.csv,1/8,25,"0,2,6,7,8,10,11,13,14,15,16,18,20,21,22,26,33,35,37,40,43,45,46,48,49"
output/5191_18_mille_regres/5191_18_mille_regres_tab_abtab.csv,1/4,26,"1,3,4,5,9,12,17,19,23,24,25,27,28,29,30,31,32,34,36,38,39,41,42,44,47,50"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_tab_abtab_fourstep.csv,1/8,5,"2,6,20,45,48"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_tab_abtab_fourstep.csv,1/4,2,"19,30"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_tab_abtab_non_chord.csv,1/8,19,"7,10,13,15,16,18,20,21,22,26,33,35,37,40,43,45,46,48,49"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_tab_abtab_non_chord.csv,1/4,7,"1,17,23,27,34,36,38"
output/5191_18_mille_regres/5191_18_mille_regres_tab_raw.csv,1/8,19,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_tab_raw_fourstep.csv,1/8,5,"1,2,11,15,17"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_tab_raw_non_chord.csv,1/8,13,"3,5,7,9,10,11,12,13,14,15,16,17,18"
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-3.csv,1/8,2,"0,1"
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-3_fourstep.csv,1/8,2,"0,1"
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-1.csv,1/8,9,"0,1,2,3,4,5,6,7,8"
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-1_fourstep.csv,1/8,1,5
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-0.csv,1/8,8,"0,1,2,3,4,5,6,7"
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-2.csv,1/8,9,"0,1,2,3,4,5,6,7,8"
output/5191_18_mille_regres/voices/5191_18_mille_regres_voice-2_fourstep.csv,1/8,3,"0,7,8"
output/5191_18_mille_regres/5191_18_mille_regres_voices_merged.csv,1/8,28,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27"
output/5191_18_mille_regres/fourstep/5191_18_mille_regres_voices_merged_fourstep.csv,1/8,6,"0,1,7,19,26,27"
