note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
9;59;1/4;2;5;1;match;1;0;True;0;[non_monotonic]
11;60;1/16;9/4;6;1;ornamentation;0;0;False;0;[non_monotonic]
12;59;1/16;37/16;7;1;ornamentation;0;0;False;0;[non_monotonic]
13;57;1/16;19/8;8;1;ornamentation;0;0;False;0;[non_monotonic]
14;59;1/16;39/16;9;1;ornamentation;0;0;False;0;[non_monotonic]
15;60;1/4;5/2;10;1;match;0;0;True;0;[non_monotonic]
15;60;1/4;5/2;10;1;match;0;1;True;1;[monotonic_perfect_fifth_0_1]
16;62;1/16;11/4;11;1;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
17;60;1/16;45/16;12;1;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
18;59;1/16;23/8;13;1;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
19;57;1/16;47/16;14;1;ornamentation;0;1;False;1;[monotonic_perfect_fifth_0_1]
20;55;1/2;3;15;1;match;1;1;True;1;[monotonic_perfect_fifth_0_1]
445;59;1/4;68;247;1;match;0;4;True;4;[non_monotonic]
446;57;1/8;273/4;248;1;ornamentation;0;4;False;4;[non_monotonic]
447;59;1/8;547/8;249;1;ornamentation;0;4;False;4;[non_monotonic]
449;60;1/8;137/2;250;1;adaptation;0;4;False;4;[non_monotonic]
450;59;1/8;549/8;251;1;ornamentation;0;4;False;4;[non_monotonic]
451;60;1/16;275/4;252;1;ornamentation;0;4;True;4;[non_monotonic]
450;59;1/8;549/8;251;1;ornamentation;0;5;True;5;[non_monotonic]
451;60;1/16;275/4;252;1;ornamentation;0;5;False;5;[non_monotonic]
452;59;1/16;1101/16;253;1;ornamentation;0;5;False;5;[non_monotonic]
453;57;1/16;551/8;254;1;ornamentation;0;5;False;5;[non_monotonic]
454;59;1/16;1103/16;255;1;ornamentation;0;5;False;5;[non_monotonic]
456;60;1/8;69;256;1;match;0;5;True;5;[non_monotonic]
454;59;1/16;1103/16;255;1;ornamentation;0;6;True;6;[non_monotonic]
456;60;1/8;69;256;1;match;0;6;False;6;[non_monotonic]
457;59;1/8;553/8;257;1;ornamentation;0;6;False;6;[non_monotonic]
458;60;1/8;277/4;258;1;ornamentation;0;6;False;6;[non_monotonic]
459;62;1/8;555/8;259;1;ornamentation;0;6;False;6;[non_monotonic]
461;60;1/4;139/2;260;1;repetition;0;6;True;6;[non_monotonic]
1290;66;1/4;189;675;1;match;1;7;True;7;[non_monotonic]
1292;64;1/8;757/4;676;1;ornamentation;0;7;False;7;[non_monotonic]
1293;66;1/8;1515/8;677;1;ornamentation;0;7;False;7;[non_monotonic]
1294;67;1/8;379/2;678;1;ornamentation;0;7;False;7;[non_monotonic]
1295;66;1/8;1517/8;679;1;ornamentation;0;7;False;7;[non_monotonic]
1296;67;1/16;759/4;680;1;adaptation;0;7;True;7;[non_monotonic]
861;66;1/8;1021/8;453;0;ornamentation;0;13;True;5;[non_monotonic]
862;67;1/16;511/4;454;0;adaptation;0;13;False;5;[non_monotonic]
863;66;1/16;2045/16;455;0;ornamentation;0;13;False;5;[non_monotonic]
864;64;1/16;1023/8;456;0;ornamentation;0;13;False;5;[non_monotonic]
865;66;1/16;2047/16;457;0;ornamentation;0;13;False;5;[non_monotonic]
869;67;1/2;128;458;0;match;0;13;True;5;[non_monotonic]
992;71;1/8;1149/8;512;0;ornamentation;0;15;True;7;[non_monotonic]
993;72;1/16;575/4;513;0;ornamentation;0;15;False;7;[non_monotonic]
994;71;1/16;2301/16;514;0;ornamentation;0;15;False;7;[non_monotonic]
995;69;1/16;1151/8;515;0;ornamentation;0;15;False;7;[non_monotonic]
996;71;1/16;2303/16;516;0;ornamentation;0;15;False;7;[non_monotonic]
1000;72;1/2;144;517;0;match;0;15;True;7;[non_monotonic]
1329;43;1/4;194;696;5;match;4;18;True;2;[monotonic]
1344;53;1/8;781/4;706;5;ornamentation;0;18;False;2;[monotonic]
1345;52;1/8;1563/8;707;5;ornamentation;0;18;False;2;[monotonic]
1346;50;1/8;391/2;708;5;ornamentation;0;18;False;2;[monotonic]
1347;48;1/8;1565/8;709;5;ornamentation;0;18;False;2;[monotonic]
1348;50;1/16;783/4;710;5;ornamentation;0;18;True;2;[monotonic]
1347;48;1/8;1565/8;709;5;ornamentation;0;19;True;3;[monotonic_perfect_fifth_0_3]
1348;50;1/16;783/4;710;5;ornamentation;0;19;False;3;[monotonic_perfect_fifth_0_3]
1349;48;1/16;3133/16;711;5;ornamentation;0;19;False;3;[monotonic_perfect_fifth_0_3]
1350;47;1/16;1567/8;712;5;ornamentation;0;19;False;3;[monotonic_perfect_fifth_0_3]
