note;pitch;duration;onset;chord;voice;category;voice_tab;sequence_id;is_context;sequence_id_voice;four_step_comment
112;52;1/4;11;94;3;match;1;7;True;7;[monotonic]
114;48;1/16;45/4;95;3;match;0;7;False;7;[monotonic]
115;50;1/16;181/16;96;3;ornamentation;0;7;False;7;[monotonic]
116;52;1/16;91/8;97;3;adaptation;0;7;False;7;[monotonic]
117;53;1/16;183/16;98;3;ornamentation;0;7;False;7;[monotonic]
118;52;1/8;23/2;99;3;match;1;7;True;7;[monotonic]
942;55;1/8;78;537;3;match;1;13;True;13;[non_monotonic]
944;60;1/32;625/8;538;3;ornamentation;0;13;False;13;[non_monotonic]
945;58;1/32;2501/32;539;3;ornamentation;0;13;False;13;[non_monotonic]
946;57;1/32;1251/16;540;3;ornamentation;0;13;False;13;[non_monotonic]
947;58;1/32;2503/32;541;3;ornamentation;0;13;False;13;[non_monotonic]
948;57;3/16;313/4;542;3;match;1;13;True;13;[non_monotonic]
959;50;1/8;79;551;3;match;1;14;True;14;[non_monotonic]
961;51;1/32;633/8;552;3;ornamentation;0;14;False;14;[non_monotonic]
962;50;1/32;2533/32;553;3;ornamentation;0;14;False;14;[non_monotonic]
963;48;1/32;1267/16;554;3;ornamentation;0;14;False;14;[non_monotonic]
964;50;1/32;2535/32;555;3;ornamentation;0;14;False;14;[non_monotonic]
965;51;1/8;317/4;556;3;match;1;14;True;14;[non_monotonic]
89;57;1/8;9;73;1;match;0;23;True;5;[non_monotonic]
90;54;1/16;73/8;74;1;ornamentation;0;23;False;5;[non_monotonic]
91;55;1/16;147/16;75;1;ornamentation;0;23;False;5;[non_monotonic]
92;57;1/16;37/4;76;1;repetition;0;23;False;5;[non_monotonic]
93;55;1/16;149/16;77;1;ornamentation;0;23;False;5;[non_monotonic]
94;57;1/32;75/8;78;1;ornamentation;0;23;True;5;[non_monotonic]
101;60;1/4;10;84;1;match;0;25;True;7;[monotonic]
103;57;1/32;83/8;86;1;ornamentation;0;25;False;7;[monotonic]
104;58;1/32;333/32;87;1;ornamentation;0;25;False;7;[monotonic]
105;60;1/32;167/16;88;1;ornamentation;0;25;False;7;[monotonic]
106;62;1/32;335/32;89;1;ornamentation;0;25;False;7;[monotonic]
107;60;1/8;21/2;90;1;match;0;25;True;7;[monotonic]
314;58;1/8;111/4;193;1;match;0;31;True;13;[monotonic]
315;57;1/32;223/8;194;1;ornamentation;0;31;False;13;[monotonic]
316;58;1/32;893/32;195;1;ornamentation;0;31;False;13;[monotonic]
317;60;1/32;447/16;196;1;ornamentation;0;31;False;13;[monotonic]
318;62;1/32;895/32;197;1;ornamentation;0;31;False;13;[monotonic]
320;60;1/4;28;198;1;match;0;31;True;13;[monotonic]
535;60;1/8;385/8;311;1;ornamentation;0;35;True;17;[monotonic]
537;62;1/16;193/4;312;1;repetition;0;35;False;17;[monotonic]
538;60;1/16;773/16;313;1;ornamentation;0;35;False;17;[monotonic]
539;58;1/16;387/8;314;1;ornamentation;0;35;False;17;[monotonic]
540;57;1/16;775/16;315;1;ornamentation;0;35;False;17;[monotonic]
541;58;1/8;97/2;316;1;match;0;35;True;17;[monotonic]
541;58;1/8;97/2;316;1;match;0;36;True;18;[non_monotonic]
542;60;1/32;389/8;317;1;ornamentation;0;36;False;18;[non_monotonic]
543;58;1/32;1557/32;318;1;ornamentation;0;36;False;18;[non_monotonic]
544;57;1/32;779/16;319;1;ornamentation;0;36;False;18;[non_monotonic]
545;58;1/32;1559/32;320;1;ornamentation;0;36;False;18;[non_monotonic]
547;60;1/4;195/4;321;1;match;0;36;True;18;[non_monotonic]
